MainBusiness,SafeValue,ShineValue,ShapeValue,TPFlag,ZTPrice,DTPrice,HqDate,fHSL,fLianB,Wtb,Zsz,Ltsz,vzangsu,Fzhsl,FzAmo,VOpenZAF,ZAF,ZAFYesterday,ZAFPre2D,ZAFPre5,ZAFPre10,ZAFPre20,ZAFPre30,ZAFPre60,ZAFYear,ZAFPreMyMonth,ZAFPreOneYear,Zjl,Zjl_HB,TotalBVol,TotalSVol,BCancel,SCancel,L2TicNum,L2OrderNum,FCAmo,FCb,OpenZAF,OpenAmo,OpenZTBuy,OpenAmoPre1,OpenVolPre1,CJJEPre1,CJJEPre3,FDEPre1,FDEPre2,ZTGPNum,LastStartZT,LastZTHzNum,EverZTCount,ConZAFDateNum,YearZTDay,MA5Value,HisHigh,HisLow,IPO_Price,More_YJL,BetaValue,DynaPE,MorePE,StaticPE_TTM,DYRatio,PB_MRQ,IsT0Fund,IsZCZGP,IsKzz,Kzz_HSCode,QHMainYYMM,FreeLtgb,Yield,KfEarnMoney,RDInputFee,CashZJ,PreReceiveZJ,OtherQYJzc,StaffNum,RecentGGJYDate,RecentHGDate,RecentIncentDate,NoticeDate_Recent,RecentReleaseDate,RecentDZDate,ReportDate,ZTDate_Recent,DTDate_Recent,TopDate_Recent,StopJYDate_Recent,code,类型,查询时间
工业缝纫机,1,0,20910,0,10.75,9.73,20260616,2.63,1.72,56.11,34.98,34.98,1.16,0.11,103.02,0.00,-1.27,-5.01,1.70,-2.50,-8.92,9.53,5.98,-15.11,-3.62,-6.04,67.11,-1391.07,-295.39,4449.00,8136.00,53632.00,35479.00,4504,7172,0.00,0.00,-3.12,2149700.00,0.00,123.00,1177.00,4897.28,19318.22,-518.35,0.00,0,6,2,0,-2,19,10.52,14.65,5.84,9.07,0.00,0.82,-42.41,-24.63,-22.16,0.00,7.22,0,0,0,0,0,19801.84,214.97,-2167.91,341.01,8766.94,1746.06,0.00,1187,0,0,0,0,20090309,0,20260430,20260610,20260615,20260601,20251021,600302.SH,股票,2026-06-16 20:26:34
车桥,81,1,70511,0,3.36,2.75,20260616,6.76,0.88,60.02,19.96,19.78,1.11,0.19,91.48,-1.30,-4.26,0.33,0.00,-14.37,-10.97,-9.59,-11.78,-14.11,-10.43,-9.59,-29.81,-768.09,-260.12,59739.00,47101.00,247744.00,312510.00,27869,38508,0.00,0.00,-0.98,747800.00,0.00,50.72,1652.00,17039.20,43314.13,0.00,0.00,0,1,0,0,-1,4,3.04,4.20,2.86,8.80,0.00,1.04,-8.28,-5.82,-6.03,0.00,2.12,0,0,0,0,0,56975.24,74.78,-6078.05,1257.92,12122.13,4775.28,0.00,3407,0,0,20240928,0,20260601,20160823,20260430,20260605,20250408,20260605,0,600303.SH,股票,2026-06-16 20:26:34
"酱系列,醋系列",95,1,90704,0,7.58,6.20,20260616,0.62,1.08,-25.23,75.23,75.11,1.19,0.03,42.09,0.00,-1.16,0.15,1.93,-1.01,-5.55,-6.46,-9.56,-13.36,-14.02,-6.20,-9.92,-1015.60,-436.49,11308.00,33542.00,59991.00,32025.00,9613,13981,0.00,0.00,-0.44,163300.00,0.00,20.39,296.00,4622.19,15374.80,0.00,0.00,0,1,0,0,-1,0,6.84,8.74,6.72,7.10,0.00,0.63,28.22,52.99,49.50,1.74,2.20,0,0,0,0,0,64285.25,16.33,6019.33,2422.68,57959.32,9485.89,0.00,1875,0,20260415,20240622,0,20231117,20230517,20260430,20211102,0,20210513,0,600305.SH,股票,2026-06-16 20:26:34
"其他,棒材",56,1,130108,0,1.73,1.41,20260616,0.69,0.72,-11.25,97.08,97.08,1.26,0.04,57.12,0.00,-1.27,0.00,1.95,0.65,-5.49,-8.28,-12.43,-35.95,-6.06,-3.13,12.32,-934.66,8.97,114040.00,213657.00,376001.00,427371.00,9845,19265,0.00,0.00,0.00,797699.94,0.00,70.33,4451.00,11220.62,28301.31,0.00,0.00,0,1,0,0,-1,5,1.55,2.51,1.36,5.50,0.00,1.37,-13.34,-4.92,-5.67,0.00,1.83,0,0,0,0,0,258083.74,79.77,-20377.81,2152.61,245707.14,66632.85,0.00,15992,0,20250419,0,0,20140127,20130125,20260423,20260318,20250407,20260318,0,600307.SH,股票,2026-06-16 20:26:34
化工产品,75,3,70104,0,3.72,3.04,20260616,0.52,0.89,1.93,50.66,50.66,1.01,0.02,49.70,0.00,-1.18,0.60,2.75,1.21,-5.12,-11.88,-14.14,-17.33,-14.36,-4.57,-2.34,-300.52,-247.05,7931.00,16972.00,34810.00,36384.00,5172,7676,0.00,0.00,-0.89,197300.00,0.00,15.29,455.00,3393.50,9010.10,0.00,0.00,0,1,0,0,-1,3,3.34,4.63,3.23,11.98,0.00,1.02,55.37,-77.70,-49.81,0.00,0.56,0,0,0,0,0,91341.84,19.73,1127.92,8191.23,159647.65,22485.71,0.00,5771,0,20240302,0,0,20101116,20070629,20260430,20260421,20210927,20260421,0,600308.SH,股票,2026-06-16 20:26:34
"聚氨酯系列,石化系列",100,10,40110,0,80.85,66.15,20260616,1.53,1.11,55.99,2193.52,2193.52,0.56,0.03,2184.06,0.00,-4.67,2.55,6.73,1.19,-6.77,-10.45,-20.64,-11.76,-7.11,-4.60,31.81,-47152.91,-28021.00,11206.00,36272.00,125880.00,215941.00,150185,220211,0.00,0.00,-1.36,16508199.00,0.00,3867.37,5260.00,469620.38,1233661.85,0.00,0.00,0,1,0,0,-1,0,70.06,95.75,50.85,11.28,0.00,0.85,14.75,18.37,17.48,1.70,1.97,0,0,0,0,0,182051.90,1650.82,359382.12,102122.92,4682856.45,680943.26,0.00,30772,0,20250416,0,0,20220323,20190212,20260421,20180605,20250407,20181023,0,600309.SH,股票,2026-06-16 20:26:34
"电力生产,电网销售",70,1,100412,0,5.42,4.44,20260616,5.68,0.76,60.18,70.94,70.94,1.94,0.46,314.41,0.61,-1.83,6.48,-2.73,-4.72,-15.68,-13.42,-1.42,12.04,28.04,-18.65,19.21,-5160.78,-2430.64,65389.00,112957.00,458304.00,471701.00,45341,73589,0.00,0.00,0.00,6560400.00,0.00,304.97,6434.00,67238.10,154409.79,0.00,0.00,0,1,0,0,-1,7,4.78,7.23,3.66,8.80,0.00,0.41,-51.51,-34.25,-196.19,0.61,2.61,0,0,0,0,0,71835.24,656.04,-4833.57,364.48,298804.38,2216.51,0.00,1969,0,0,0,0,20231227,20210929,20260425,20260603,20260605,20260605,0,600310.SH,股票,2026-06-16 20:26:34
高压板块,74,10,70110,0,21.05,17.23,20260616,1.87,1.33,-49.89,261.34,261.34,0.88,0.06,412.55,0.00,0.63,3.52,1.87,2.18,-6.64,-14.40,-12.29,-12.85,11.01,-9.27,31.47,-2874.10,1941.63,14985.00,31251.00,103307.00,111444.00,31877,47138,0.00,0.00,-0.16,4360900.00,0.00,460.43,2440.00,49921.14,136192.70,0.00,0.00,0,1,0,0,3,1,18.65,25.65,14.02,12.45,0.00,1.64,15.75,23.19,22.08,1.73,2.24,0,0,0,0,0,79485.21,436.09,40701.22,7835.67,606015.80,182364.10,0.00,4848,0,0,0,0,20171106,20161104,20260422,20260119,20211011,20240604,0,600312.SH,股票,2026-06-16 20:26:34
"农产品,化肥",70,2,130110,0,6.49,5.31,20260616,1.51,0.71,22.33,67.24,62.66,1.13,0.06,96.00,0.00,-1.86,0.00,1.72,-1.20,-3.98,-12.80,-18.68,-33.44,-10.10,-4.46,-7.65,-2098.66,-1341.21,17283.00,47304.00,99239.00,148177.00,12094,21970,0.00,0.00,0.00,294400.00,0.00,25.12,425.00,11954.48,35492.44,0.00,0.00,0,1,0,0,-1,4,5.83,9.80,5.65,6.30,0.00,1.25,88.61,81.98,134.52,0.15,2.78,0,0,0,0,0,65166.64,29.44,549.71,2240.49,92261.74,101317.88,0.00,1293,0,0,0,0,20240119,20260129,20260430,20260316,20220607,20260316,0,600313.SH,股票,2026-06-16 20:26:34
个护,95,3,91301,0,20.46,16.74,20260616,0.72,0.98,-42.81,124.16,124.16,1.18,0.04,95.67,0.00,-0.70,-0.48,5.65,3.71,2.04,0.54,-8.42,-15.08,-17.99,-1.18,-18.60,-2061.36,-770.08,5533.00,8132.00,32317.00,21347.00,8422,14337,0.00,0.00,0.00,362700.00,0.00,100.07,538.00,9610.15,35761.01,0.00,0.00,0,1,0,0,-2,1,18.27,29.71,17.51,9.18,0.00,0.77,13.97,46.73,45.87,1.28,1.76,0,0,0,0,0,32188.24,36.27,26561.71,4035.47,100761.20,42215.39,0.00,3173,0,20250125,0,0,20221103,0,20260428,20250822,20210202,20251028,0,600315.SH,股票,2026-06-16 20:26:34
"教练机,其他航空产品",67,3,10110,0,30.20,24.71,20260616,1.20,0.93,39.27,194.70,194.70,1.02,0.05,131.68,0.00,-1.09,-0.80,3.63,0.11,-4.90,-16.61,-25.84,-28.53,-22.23,-7.59,-24.21,-1547.16,-1364.42,3630.00,11793.00,34143.00,39879.00,22045,33204,0.00,0.00,0.18,497800.00,0.00,423.04,1557.00,29684.73,95325.34,0.00,0.00,0,1,0,0,-2,0,27.14,47.66,26.16,14.98,0.00,0.56,841.63,495.09,364.00,0.06,3.61,0,0,0,0,0,37180.23,49.78,662.67,1076.34,18152.85,254427.06,0.00,1829,0,0,0,0,20130712,20100712,20260425,20250304,20240808,20241021,0,600316.SH,股票,2026-06-16 20:26:34
德润租赁,95,3,70101,0,7.18,5.88,20260616,1.92,0.91,11.97,33.43,33.43,1.39,0.07,64.87,0.00,-0.15,2.83,2.25,2.19,-2.69,-12.60,-16.73,-25.40,-27.23,-2.98,-27.31,-312.51,65.52,12528.00,19416.00,57069.00,50397.00,15512,21738,0.00,0.00,-0.15,434900.03,0.00,39.42,616.00,10325.32,23482.41,0.00,0.00,0,1,0,0,-1,1,6.40,11.38,6.12,5.10,0.00,1.51,41.21,93.84,86.89,0.31,3.01,0,0,0,0,0,39172.77,43.49,2009.50,128.59,44203.10,159.73,0.00,208,0,0,0,0,20220601,20190531,20260416,20250625,20250407,20250717,0,600318.SH,股票,2026-06-16 20:26:34
"氯碱,CPE",58,1,90508,0,7.69,6.29,20260616,0.85,1.04,-5.94,27.06,27.06,4.10,0.12,18.85,0.00,-0.14,-1.13,0.71,-1.27,-4.78,-12.96,-13.61,-14.25,-24.79,-2.79,20.97,111.21,14.40,2935.00,4166.00,19577.00,24370.00,6180,9208,0.00,0.00,0.29,22400.00,0.00,5.09,72.00,2369.41,6754.29,0.00,0.00,0,1,0,0,-2,9,7.02,11.85,5.55,9.20,0.00,1.37,-12.74,-17.35,-16.60,0.00,8.01,0,0,0,0,0,22330.00,2.24,-5310.04,282.02,12966.79,3156.83,0.00,925,0,0,0,0,20250825,20220822,20260423,20260306,20251121,20260306,20251104,600319.SH,股票,2026-06-16 20:26:34
港口机械,96,4,70708,0,5.09,4.17,20260616,1.27,0.98,44.11,235.49,148.30,1.18,0.06,288.69,0.00,-3.24,5.23,1.85,0.90,-4.68,-10.40,-17.35,-8.39,-12.67,-6.67,7.43,-5465.49,-1134.08,27391.00,75131.00,217953.00,308401.00,35932,45605,0.00,0.00,0.00,701900.00,0.00,49.14,1109.00,24763.40,64284.34,0.00,0.00,0,1,0,0,-1,2,4.44,5.65,4.05,9.80,0.00,1.41,15.64,33.26,28.54,1.62,1.48,0,0,0,0,0,179144.05,70.19,36909.56,17306.94,319414.76,2020515.43,50000.00,7935,0,20250428,20231227,0,20120320,20090317,20260428,20260428,20250407,20250331,0,600320.SH,股票,2026-06-16 20:26:34
"其他,房地产开发经营",49,1,100610,0,2.88,2.36,20260616,5.33,1.09,57.85,27.64,27.64,2.45,0.35,368.87,0.00,-4.58,-2.24,-6.29,-3.10,-7.40,-5.66,-8.43,4.60,7.30,-0.79,-13.20,-2816.88,925.82,86545.00,73532.00,301444.00,442088.00,28456,46310,0.00,0.00,-0.38,1539900.00,0.00,464.10,17317.00,15009.48,54497.05,0.00,0.00,0,4,1,0,-3,4,2.65,3.62,2.18,5.00,0.00,0.76,6046.04,-2.13,-2.46,0.00,36.23,0,0,0,0,0,84151.36,153.99,11.62,0.00,7378.74,1088.49,0.00,177,0,0,0,0,20101019,20071019,20260430,20260611,20250919,20260430,20241218,600322.SH,股票,2026-06-16 20:26:34
固废业务,94,7,50208,0,33.39,27.32,20260616,1.81,2.59,28.40,235.55,235.55,1.00,0.07,242.68,0.00,-4.81,-0.43,0.99,-3.18,-6.81,-6.41,-9.75,-1.16,1.02,-5.74,20.98,-10288.64,1111.50,3842.00,3898.00,51251.00,59861.00,34500,44072,0.00,0.00,-0.03,206299.98,0.00,64.16,210.00,17415.80,80116.81,0.00,0.00,0,1,0,0,-2,0,30.03,32.99,23.10,6.68,0.00,0.32,10.17,12.54,11.61,3.46,1.55,0,0,0,0,0,44176.60,20.63,57406.88,1812.26,252790.37,41883.17,0.00,23443,0,0,0,0,20171225,20150209,20260429,20210923,20211011,20131224,20260422,600323.SH,股票,2026-06-16 20:26:34
房地产开发,82,3,131313,0,2.86,2.34,20260616,1.66,1.06,-12.05,70.46,70.46,0.89,0.04,168.14,0.00,-1.54,-1.14,1.54,-1.54,-10.17,-17.42,-26.02,-36.47,-39.34,-12.63,-46.45,-942.97,-870.60,45357.00,93405.00,404287.00,276415.00,16114,26713,0.00,0.00,-0.38,285200.00,0.00,37.40,1422.00,12622.39,34138.81,0.00,0.00,0,1,0,0,-2,1,2.60,5.74,2.51,7.03,0.00,1.33,-1.86,-0.75,-0.67,0.76,0.82,0,0,0,0,0,193630.68,28.52,-94116.60,1880.90,2273728.10,4401274.47,0.00,16003,0,20241030,0,0,20250506,20231031,20260430,20260204,20200203,20240517,0,600325.SH,股票,2026-06-16 20:26:34
水泥销售,65,0,70901,0,7.95,6.51,20260616,1.13,0.88,1.25,98.78,98.78,1.57,0.05,211.89,0.00,0.28,0.84,1.27,-0.00,-6.09,-17.98,-22.63,-28.92,-34.27,-8.69,-9.60,-178.11,-119.10,18884.00,53046.00,95636.00,95202.00,15361,26739,0.00,0.00,-0.14,322000.00,0.00,124.14,1729.00,13549.97,38437.43,0.00,0.00,0,1,0,0,3,7,7.19,19.50,7.01,6.88,0.00,1.67,-66.47,-173.33,327.70,0.00,2.52,0,0,0,0,0,104830.82,32.20,-5996.51,297.00,165107.20,41754.18,0.00,1836,0,0,0,0,20161104,20151104,20260429,20251031,20250806,20250808,0,600326.SH,股票,2026-06-16 20:26:34
医疗服务,82,4,91301,0,3.83,3.13,20260616,0.73,0.57,19.36,30.52,30.52,1.28,0.03,32.98,0.00,-0.86,-0.57,2.34,-4.96,-7.75,-10.16,-13.10,-15.64,-30.31,-4.70,-26.44,-205.82,-137.99,16201.00,33801.00,52484.00,71293.00,5336,10288,0.00,0.00,0.00,78600.00,0.00,7.67,218.00,3144.81,8982.87,0.00,0.00,0,1,0,0,-2,2,3.48,6.49,3.38,9.40,0.00,1.16,42.07,-12.58,-11.55,0.00,1.08,0,0,0,0,0,48922.71,7.86,1684.67,131.11,36796.59,11617.08,0.00,2159,0,20230420,0,0,20170818,20160818,20260429,20251117,20250407,20251117,0,600327.SH,股票,2026-06-16 20:26:34
"氯碱树脂产品,纯碱产品",88,2,130110,0,7.56,6.18,20260616,1.68,1.32,-3.07,101.32,101.32,1.47,0.09,284.00,0.00,0.58,1.48,3.20,6.48,-0.14,-9.68,-14.70,-34.07,-16.14,2.07,-5.08,32.44,414.47,22158.00,42090.00,140389.00,122573.00,19363,27810,0.00,0.00,0.15,511900.00,0.00,65.35,961.00,13795.50,47557.09,0.00,0.00,0,1,0,0,3,1,6.74,10.64,6.38,7.88,0.00,0.62,-16.41,136.22,-103.13,0.37,0.86,0,0,0,0,0,79652.93,51.19,-17362.74,1902.88,162245.80,37744.50,0.00,8748,0,20241207,0,0,20250811,20221124,20260430,20260311,20220425,20230525,0,600328.SH,股票,2026-06-16 20:26:34
中成药,87,5,51308,0,42.65,34.89,20260616,0.49,0.87,-11.40,294.41,216.80,0.93,0.02,68.05,0.00,-1.39,1.23,2.11,1.27,-2.94,-11.77,-5.84,-11.53,-11.44,-6.12,27.06,-2926.50,-389.33,1538.00,3421.00,9292.00,10506.00,9547,14082,0.00,0.00,-0.13,356200.00,0.00,71.62,187.00,11920.00,35240.56,0.00,0.00,0,1,0,0,-1,0,38.20,48.52,28.62,10.00,0.00,0.82,17.37,14.01,13.69,12.35,3.91,0,0,0,0,0,24123.38,35.62,41930.39,2980.51,90212.33,10059.83,0.00,3890,0,0,0,0,20241226,20150710,20260430,20240930,20240110,20240110,0,600329.SH,股票,2026-06-16 20:26:34
电子材料制造,82,2,101012,0,34.03,27.85,20260616,10.44,0.92,-8.23,399.51,399.51,0.89,0.24,3450.19,1.45,4.69,9.52,-3.62,9.94,1.22,9.87,16.14,92.57,146.68,-1.04,357.49,25363.02,6578.56,52185.00,95310.00,423314.00,425519.00,241432,335441,0.00,0.00,1.62,40164600.00,500.00,2680.63,9196.00,478854.14,1236986.68,0.00,0.00,0,1,0,0,2,22,29.99,35.55,6.81,8.99,0.00,2.78,-238.69,-231.04,-149.67,0.00,5.15,0,0,0,0,0,100035.64,4016.46,-5126.73,5455.29,159209.33,7999.93,0.00,4792,0,20250429,0,0,20230523,20221122,20260428,20260609,20260515,20260528,0,600330.SH,股票,2026-06-16 20:26:34
"磷酸盐系列产品,锌金属及副产品",75,1,90110,0,14.75,12.07,20260616,2.34,0.88,45.56,341.29,262.53,0.60,0.04,324.03,0.00,-3.65,1.75,4.11,3.11,-13.00,-17.87,-28.77,-24.40,1.02,-10.03,67.35,-12737.60,-12812.92,15846.00,53286.00,177242.00,211193.00,51977,68779,0.00,0.00,-0.15,8248200.00,0.00,1422.64,10407.00,77603.37,223877.30,0.00,0.00,0,1,0,0,-1,0,12.92,22.78,7.46,9.18,0.00,1.79,-253.16,-476.71,-491.42,0.00,10.96,0,0,0,0,0,139568.51,824.82,-3443.09,103.84,120351.85,22577.27,0.00,2437,0,0,0,0,20170828,20250708,20260430,20241031,20260323,20231010,0,600331.SH,股票,2026-06-16 20:26:34
医药商业,85,7,131309,0,23.44,19.18,20260616,0.43,0.73,13.31,297.35,297.35,0.74,0.01,91.58,-0.08,-0.75,0.32,1.40,2.64,-0.84,-2.46,-4.65,-15.04,-16.09,0.36,-16.81,-2769.57,535.74,6924.00,17009.00,21001.00,32815.00,15459,21226,0.00,0.00,0.00,1419200.00,0.00,101.08,466.00,21534.92,54920.79,0.00,0.00,0,1,0,0,-1,0,21.14,27.50,20.87,9.80,0.00,0.74,4.82,11.86,12.01,3.91,0.87,0,0,0,0,0,67358.58,141.92,170338.10,15867.89,1232758.78,129716.70,0.00,27057,0,0,0,0,20190819,20160817,20260428,20230526,0,20201016,0,600332.SH,股票,2026-06-16 20:26:34
燃气销售,73,1,100910,0,6.04,4.94,20260616,1.63,0.70,-33.30,33.50,33.50,1.21,0.10,31.18,0.00,0.18,0.18,0.74,0.18,-5.34,-9.40,-4.68,-1.96,-0.54,-2.31,15.55,-409.78,-23.91,18544.00,23937.00,82012.00,64490.00,11280,16202,0.00,0.00,-0.55,226000.00,0.00,26.21,480.00,8133.14,21994.38,0.00,0.00,0,1,0,0,3,3,5.47,8.25,4.73,6.00,0.00,0.75,43.64,-376.29,288.68,0.00,1.73,0,0,0,0,0,25121.98,22.60,1492.70,2.29,47177.48,73141.46,0.00,2123,0,0,0,0,20200713,20170712,20260424,20260303,20250407,20260304,0,600333.SH,股票,2026-06-16 20:26:34
"汽车工程系统服务业务,汽车流通服务业务",85,4,70909,0,5.89,4.82,20260616,0.66,1.04,-20.33,77.94,77.94,1.15,0.05,60.47,0.37,-2.06,1.13,1.93,-0.75,-6.92,-12.38,-13.67,-16.02,-19.51,-4.73,-14.51,-803.08,-398.16,6626.00,23010.00,46152.00,56534.00,13660,19000,0.00,0.00,0.19,154400.00,0.00,84.85,1586.00,5854.51,16285.90,0.00,0.00,0,1,0,0,-1,0,5.27,7.25,5.13,6.00,0.00,0.99,15.47,18.88,19.24,2.10,0.67,0,0,0,0,0,45984.86,15.44,11462.81,11308.80,792338.74,604696.17,0.00,6375,0,20250830,0,0,20230801,20230131,20260424,20241218,20250407,20231128,0,600335.SH,股票,2026-06-16 20:26:34
制冷电器,61,1,140508,0,8.11,6.63,20260616,1.65,1.04,74.44,56.42,56.42,1.38,0.08,57.62,0.00,-4.07,3.22,2.29,-1.39,-9.47,-11.18,-6.35,-10.16,-13.99,-9.93,6.16,-2462.37,-415.94,7687.00,18836.00,56779.00,84918.00,17195,23985,0.00,0.00,-0.14,260500.00,0.00,36.59,511.00,12996.76,30607.39,0.00,0.00,0,1,0,0,-1,1,7.14,9.63,6.39,9.10,0.00,2.00,37.64,-27.55,-27.05,0.14,2.49,0,0,0,0,0,48959.75,26.05,576.22,5863.53,75378.22,23948.01,0.00,7492,0,0,0,0,20221205,20161229,20260429,20260313,20250407,20241101,0,600336.SH,股票,2026-06-16 20:26:34
批发家具商品:家具,1,2,121408,0,3.14,2.84,20260616,1.45,0.97,32.61,43.54,43.54,0.72,0.04,73.57,0.00,1.34,3.10,-3.01,-5.31,-10.62,0.00,4.84,8.60,3.77,-3.19,40.93,-573.61,-996.89,40603.00,43682.00,111752.00,98198.00,2899,5170,0.00,0.00,-1.34,773500.00,0.00,27.12,935.00,5720.74,19735.60,0.00,0.00,0,1,0,0,2,19,2.99,4.27,1.95,13.09,0.00,1.60,-5.15,-2.04,-1.78,0.00,11.10,0,0,0,0,0,77187.15,77.35,-19575.76,1322.90,9306.40,12099.43,0.00,4975,0,20240713,0,0,20200914,20170912,20260430,20260601,20260610,20260512,20251218,600337.SH,股票,2026-06-16 20:26:34
铅精矿（含银）,85,2,101010,0,19.72,16.14,20260616,10.93,1.10,68.55,168.49,168.49,0.96,0.24,1399.95,0.00,2.79,0.34,3.90,11.29,3.48,-9.21,-33.18,9.18,22.54,1.54,77.21,12815.04,7365.65,49184.00,50041.00,357894.00,330868.00,135797,170185,0.00,0.00,-0.56,17592900.00,0.00,1460.70,8115.00,187678.02,582569.88,0.00,0.00,0,1,0,0,6,5,17.61,28.28,9.99,8.15,0.00,1.90,23.42,32.01,28.97,0.11,3.73,0,0,0,0,0,84478.07,1759.29,17960.29,68.76,4693.60,70664.52,0.00,3086,0,0,0,0,20180820,20150820,20260423,20260429,20260423,20260427,0,600338.SH,股票,2026-06-16 20:26:34
油气田地面工程,93,4,40112,0,3.69,3.02,20260616,0.99,0.82,-10.61,184.24,184.24,1.40,0.10,188.56,-0.29,-1.49,1.21,1.53,0.00,-7.56,-21.62,-18.92,-20.10,-1.49,-6.78,0.00,-2638.09,506.65,50034.00,84854.00,500296.00,393871.00,25073,35785,0.00,0.00,-0.60,978000.00,0.00,477.19,14330.00,22871.55,65766.72,0.00,0.00,0,1,0,0,-1,6,3.29,5.54,3.15,7.28,0.00,0.03,21.88,52.50,50.20,0.78,0.68,0,0,0,0,0,155218.06,97.80,21507.48,27467.02,3423349.56,3393002.50,0.00,39110,0,0,0,0,20200103,20170117,20260425,20260518,20250407,20260402,0,600339.SH,股票,2026-06-16 20:26:34
"服务业务,开发业务",1,2,111304,0,1.41,1.27,20260616,1.59,0.49,4.62,51.78,51.78,3.78,0.19,215.89,0.00,-0.75,0.75,3.10,-1.48,4.72,19.82,3.91,-15.29,-39.27,3.91,-38.71,-1514.48,415.67,132488.00,261593.00,417506.00,510832.00,6147,13650,0.00,0.00,0.75,992699.94,0.00,436.95,33872.00,11374.66,33824.61,0.00,0.00,0,1,0,0,-1,13,1.33,3.64,1.04,7.30,0.00,0.77,-0.76,-0.23,-0.24,0.00,0.00,0,0,0,0,0,236867.46,99.27,-118935.03,224.10,324773.94,1516358.76,0.00,8444,0,0,0,0,20201029,20160121,20260430,20260609,20260611,20260529,0,600340.SH,股票,2026-06-16 20:26:34
泵及泵系统,74,2,10912,0,26.72,21.86,20260616,4.72,0.74,-18.06,155.85,155.85,1.27,0.22,1154.23,0.08,0.54,-3.15,6.27,-3.05,-3.60,-29.57,-29.25,-22.53,-50.13,-6.61,111.62,-7563.93,-152.02,10780.00,51716.00,138568.00,142774.00,65081,97282,0.00,0.00,1.69,7291400.00,0.00,1532.88,6206.00,102814.93,351039.77,0.00,0.00,0,1,0,0,1,12,24.35,50.88,10.94,3.68,0.00,1.32,-175.24,-80.50,-82.18,0.00,12.23,0,0,0,0,0,35876.57,729.14,-2338.59,812.38,43903.70,8351.81,0.00,1217,0,0,0,0,20160328,20130326,20260430,20260508,20260303,20260126,0,600343.SH,股票,2026-06-16 20:26:34
系统集成,93,2,10810,0,65.75,53.79,20260616,11.94,1.07,-12.56,209.96,134.76,0.98,0.38,1612.89,0.00,6.58,4.00,0.81,8.24,23.14,15.82,30.91,62.54,83.79,29.34,158.10,19550.62,10595.39,7013.00,18041.00,107286.00,97386.00,68590,97366,0.00,0.00,-1.62,6679699.50,0.00,1733.87,3017.00,130217.60,464293.27,0.00,0.00,0,1,0,0,3,15,59.12,64.77,23.01,8.18,0.00,1.94,292.54,89.89,78.52,0.18,5.51,0,0,0,0,0,13783.02,667.97,1236.05,2471.51,87455.14,11631.84,0.00,839,0,0,0,0,20241216,20231227,20260430,20260609,20260115,20260413,0,600345.SH,股票,2026-06-16 20:26:34
炼化产品,98,10,130112,0,20.38,16.68,20260616,0.67,0.95,36.60,1250.85,1250.85,0.61,0.03,445.49,0.11,-4.10,6.13,7.18,8.95,-0.11,-10.03,-18.49,-21.41,-20.10,5.14,23.66,-6254.68,3764.56,9420.00,31076.00,208701.00,245647.00,85088,116679,0.00,0.00,-0.86,4910300.00,0.00,1411.20,7840.00,170587.96,381883.39,0.00,0.00,0,1,0,0,-1,0,17.29,26.97,13.39,5.36,0.00,1.56,8.00,18.44,14.60,2.00,1.77,0,0,0,0,0,176098.11,491.03,240715.80,39002.92,3384393.73,891211.16,0.00,37368,0,0,0,0,20210208,20180411,20260422,20210625,20260427,20260309,0,600346.SH,股票,2026-06-16 20:26:34
末煤,88,1,71010,0,9.64,7.88,20260616,0.97,0.86,22.03,309.52,309.52,0.72,0.03,192.88,0.00,-2.05,-3.31,0.55,-7.54,-8.92,-7.65,-17.89,-8.63,3.87,-7.65,33.65,-2177.84,-300.61,19346.00,33036.00,199864.00,182711.00,34408,50188,0.00,0.00,-0.46,737699.94,0.00,110.95,1232.00,42385.31,104134.98,0.00,0.00,0,1,0,0,-2,0,8.87,10.59,6.31,8.20,0.00,0.39,16.00,18.56,19.88,2.71,1.11,0,0,0,0,0,160447.86,73.77,47873.08,15929.81,986021.48,164566.40,697846.68,39198,0,0,0,0,20081229,0,20260427,20250325,20250407,20250325,0,600348.SH,股票,2026-06-16 20:26:34
山东省通行费收入,94,5,120808,0,12.16,9.95,20260616,0.21,0.84,9.42,534.70,534.70,1.39,0.05,88.59,0.00,0.09,-1.34,1.45,-4.57,-3.49,-4.32,3.36,6.45,13.43,-9.72,2.22,-452.82,248.62,2565.00,9316.00,34998.00,25495.00,22852,26063,0.00,0.00,-0.09,247300.00,0.00,266.86,2455.00,13907.52,43992.92,0.00,0.00,0,1,0,0,1,0,11.23,12.60,8.47,2.60,0.00,0.38,16.01,16.67,16.52,3.80,1.74,0,0,0,0,0,63933.05,24.73,82178.72,8713.92,252825.75,65677.74,1600000.00,10562,0,20250430,0,0,20140710,20110706,20260430,20200713,20200203,20240919,0,600350.SH,股票,2026-06-16 20:26:34
