MainBusiness,SafeValue,ShineValue,ShapeValue,TPFlag,ZTPrice,DTPrice,HqDate,fHSL,fLianB,Wtb,Zsz,Ltsz,vzangsu,Fzhsl,FzAmo,VOpenZAF,ZAF,ZAFYesterday,ZAFPre2D,ZAFPre5,ZAFPre10,ZAFPre20,ZAFPre30,ZAFPre60,ZAFYear,ZAFPreMyMonth,ZAFPreOneYear,Zjl,Zjl_HB,TotalBVol,TotalSVol,BCancel,SCancel,L2TicNum,L2OrderNum,FCAmo,FCb,OpenZAF,OpenAmo,OpenZTBuy,OpenAmoPre1,OpenVolPre1,CJJEPre1,CJJEPre3,FDEPre1,FDEPre2,ZTGPNum,LastStartZT,LastZTHzNum,EverZTCount,ConZAFDateNum,YearZTDay,MA5Value,HisHigh,HisLow,IPO_Price,More_YJL,BetaValue,DynaPE,MorePE,StaticPE_TTM,DYRatio,PB_MRQ,IsT0Fund,IsZCZGP,IsKzz,Kzz_HSCode,QHMainYYMM,FreeLtgb,Yield,KfEarnMoney,RDInputFee,CashZJ,PreReceiveZJ,OtherQYJzc,StaffNum,RecentGGJYDate,RecentHGDate,RecentIncentDate,NoticeDate_Recent,RecentReleaseDate,RecentDZDate,ReportDate,ZTDate_Recent,DTDate_Recent,TopDate_Recent,StopJYDate_Recent,code,类型,查询时间
医药生产-儿科类,100,5,10710,0,6.85,5.61,20260616,1.07,0.84,42.28,42.77,42.77,0.44,0.01,11.56,0.00,-0.80,1.47,1.45,3.52,-0.80,-4.04,-10.82,-4.78,0.66,-0.49,5.46,-217.19,-117.53,10604.00,24564.00,50660.00,38588.00,8039,12614,0.00,0.00,-0.16,42300.00,0.00,61.14,991.00,5370.79,17760.19,0.00,0.00,0,1,0,0,-1,0,6.13,8.33,5.51,4.80,0.00,0.95,10.02,13.47,13.50,5.62,1.50,0,0,0,0,0,59770.00,4.23,11164.58,1834.84,86149.41,5591.25,0.00,3415,0,20250426,0,0,20181217,20151216,20260425,20240207,20250407,20240207,0,600351.SH,股票,2026-06-16 20:26:34
染料,95,7,70112,0,13.09,10.71,20260616,2.95,1.11,54.31,379.99,379.99,0.65,0.05,873.43,0.00,-1.85,3.84,6.80,7.75,3.55,1.04,-10.98,-18.03,9.57,4.10,16.80,-9510.00,-5930.61,23218.00,98869.00,287395.00,355580.00,86396,97832,0.00,0.00,0.84,11314000.00,0.00,2006.39,17386.00,147490.53,407917.52,0.00,0.00,0,1,0,0,-1,1,11.31,17.11,9.56,8.51,0.00,1.25,17.69,21.17,19.65,5.46,1.15,0,0,0,0,0,243794.56,1131.40,30574.34,14188.58,2191805.03,1288441.65,0.00,5322,0,0,0,0,20180326,20150325,20260428,20260128,20260202,20190612,0,600352.SH,股票,2026-06-16 20:26:34
"其他,真空灭弧室（电力开关设备核心器件）",94,3,120608,0,34.72,28.40,20260616,0.50,0.05,0.00,287.76,287.76,0.70,0.01,168.74,0.00,10.01,10.00,-4.18,33.08,49.53,49.91,102.34,120.86,116.33,56.25,151.60,-14039.06,7137.74,165217.00,0.00,653699.00,5404.00,3917,116355,52943.49,3.69,10.01,43328700.00,58500.00,4798.46,15994.00,75028.81,434432.67,38843.10,0.00,0,4,3,2,2,11,30.43,34.72,11.23,7.80,0.00,1.80,215.58,161.89,158.72,0.22,14.90,0,0,0,0,0,48113.90,4332.87,2939.87,1648.33,30156.79,1633.31,0.00,2101,0,0,0,0,20240318,20220914,20260430,20260615,20250408,20260611,0,600353.SH,股票,2026-06-16 20:26:34
种子,95,2,90110,0,5.86,4.80,20260616,2.04,0.82,22.05,27.55,27.55,1.10,0.06,31.89,0.00,-2.06,-1.11,1.70,-1.13,-5.09,-11.22,-16.62,-28.59,-19.32,-4.91,-16.74,-1545.21,-604.68,12056.00,24004.00,60094.00,62244.00,10091,16042,0.00,0.00,-0.19,131400.00,0.00,16.39,304.00,7643.66,20705.09,0.00,0.00,0,1,0,0,-2,2,5.30,8.34,5.15,5.68,0.00,1.26,14.58,59.54,91.87,0.00,3.68,0,0,0,0,0,38014.23,13.14,4622.08,328.20,103827.43,24213.12,0.00,574,0,0,0,0,20181022,20151020,20260430,20260306,20240205,20260306,0,600354.SH,股票,2026-06-16 20:26:34
烟草工业用纸,95,3,11410,0,9.45,7.73,20260616,1.97,1.49,-18.11,27.35,24.79,2.54,0.14,23.24,0.00,-3.38,0.59,0.83,-3.38,-8.39,-13.00,-16.41,-10.07,-5.46,-6.95,5.60,-1716.44,-272.44,1982.00,13141.00,30518.00,26157.00,9340,13220,0.00,0.00,0.35,21600.00,0.00,10.33,120.00,3948.51,12677.44,0.00,0.00,0,1,0,0,-1,1,8.49,10.76,7.43,7.09,0.00,1.89,12.02,14.32,12.49,2.21,0.89,0,0,0,0,0,20930.83,2.16,5419.71,2091.72,72306.16,2287.38,0.00,2180,0,0,0,0,20100727,20260304,20260430,20260408,20250407,20260408,20241118,600356.SH,股票,2026-06-16 20:26:34
广告营销,42,3,70608,0,6.36,5.20,20260616,1.42,1.28,41.96,28.73,28.73,0.93,0.04,5.58,0.17,-1.56,-0.52,1.57,-1.05,-2.07,-16.20,-3.40,-9.39,-6.11,-4.85,-23.31,-767.23,-761.40,9011.00,16201.00,61446.00,46608.00,2623,4860,0.00,0.00,-0.87,161600.00,0.00,9.59,165.00,2988.10,10622.76,0.00,0.00,0,1,0,0,-2,2,5.77,7.53,5.33,5.86,0.00,1.15,-113.46,-77.81,-82.67,0.00,59.27,0,0,0,0,0,35700.70,16.16,-630.74,0.00,4293.80,315.02,0.00,171,0,0,0,0,20190124,20160122,20260430,20250903,20260323,20250611,20250515,600358.SH,股票,2026-06-16 20:26:34
"棉种,皮棉",73,2,90107,0,7.06,5.78,20260616,1.73,0.82,86.81,23.77,23.77,0.95,0.06,24.17,-0.30,-2.96,-0.31,3.21,-0.32,-5.74,-12.26,-18.24,-16.71,-12.87,-1.89,-10.87,-644.34,-18.97,7134.00,9622.00,28025.00,21026.00,12297,14859,0.00,0.00,-0.31,92800.00,0.00,15.12,233.00,5013.38,18073.03,0.00,0.00,0,1,0,0,-2,1,6.30,8.45,6.03,3.86,0.00,1.46,26.58,-301.16,-162.56,0.00,3.52,0,0,0,0,0,22769.72,9.28,2216.85,210.74,34262.57,2905.02,0.00,324,0,0,0,0,20151225,20141225,20260430,20260330,20240205,20260330,0,600359.SH,股票,2026-06-16 20:26:34
半导体分立器件,81,2,100808,0,12.39,10.13,20260616,6.94,1.08,18.25,111.49,111.49,1.03,0.19,965.49,0.00,3.11,4.94,-4.11,-6.82,-8.95,1.05,14.27,26.19,46.22,-3.09,54.80,-1421.29,-1509.56,23330.00,85597.00,247867.00,220692.00,68741,86508,0.00,0.00,0.36,5512100.00,0.00,309.06,2825.00,69212.33,215089.89,0.00,0.00,0,1,0,0,2,14,11.31,14.04,7.27,8.42,0.00,1.05,48.14,62.55,61.49,0.49,3.17,0,0,0,0,0,74596.86,551.21,5827.60,3293.84,43388.70,426.15,0.00,2986,0,0,0,0,20200117,20130408,20260421,20260602,20260323,20260520,20250813,600360.SH,股票,2026-06-16 20:26:34
"型材,棒材",95,1,50110,0,4.75,3.89,20260616,1.68,0.71,60.07,157.52,157.52,0.81,0.06,108.62,0.00,-2.31,4.60,3.51,6.56,-6.22,-4.52,-5.60,-7.86,-0.47,-4.74,8.76,-3863.84,-2420.17,46861.00,106153.00,294612.00,351169.00,47539,61753,0.00,0.00,-0.69,1618600.00,0.00,157.39,3811.00,51984.39,124471.32,0.00,0.00,0,1,0,0,-1,1,4.11,5.16,3.70,7.90,0.00,1.69,14.78,20.53,19.08,2.04,1.38,0,0,0,0,0,186162.07,161.86,25136.90,14845.67,702628.86,76387.97,0.00,11125,0,20260425,0,0,20251117,20230824,20260425,20250820,20250407,20250307,0,600361.SH,股票,2026-06-16 20:26:34
阴极铜,95,8,140410,0,52.10,42.62,20260616,3.82,1.29,-31.35,964.99,964.99,0.81,0.15,2935.55,0.00,-1.82,10.01,7.25,12.43,-2.06,5.39,2.29,-3.64,-15.34,6.89,119.14,-21619.35,-38136.67,12756.00,72222.00,258571.00,248160.00,226596,290511,0.00,0.00,-0.08,50339000.00,800.00,5863.99,13237.00,427343.80,1194774.43,14899.93,0.00,0,2,1,0,-1,5,43.51,70.70,20.43,2.27,0.00,2.35,14.29,23.00,20.51,2.11,1.91,0,0,0,0,0,86976.83,5033.90,312632.22,24405.77,5475994.83,409828.99,0.00,26740,0,20240220,0,0,20100927,20070927,20260429,20260615,20260202,20260129,0,600362.SH,股票,2026-06-16 20:26:34
智能控制,72,1,90904,0,37.96,31.06,20260616,3.70,0.97,79.75,159.03,159.03,0.75,0.07,401.02,0.20,2.20,4.64,0.73,2.53,2.38,-16.90,-26.52,-36.28,-44.06,-0.93,-42.13,-1464.67,3345.86,7233.00,12703.00,74982.00,74388.00,47167,71600,0.00,0.00,-0.23,1873000.00,0.00,456.91,1385.00,54913.56,165697.56,0.00,0.00,0,1,0,0,3,2,33.67,78.76,31.91,6.66,0.00,2.08,48.09,32.41,34.83,0.00,3.51,0,0,0,0,0,36071.08,187.30,7050.38,3349.55,263781.15,4330.72,0.00,4389,0,20250124,0,0,20231222,20121130,20260430,20251231,20250407,20241112,0,600363.SH,股票,2026-06-16 20:26:34
"小酌型与品味型（单价40元以上）,畅饮型（单价低于40",34,1,90909,0,2.65,2.39,20260616,1.29,1.23,-8.92,11.49,10.81,1.12,0.04,13.23,0.00,0.40,-1.18,1.19,-2.70,-8.99,-16.78,-18.13,-22.87,-22.15,-7.67,-26.24,-25.42,-85.50,6134.00,7898.00,79309.00,61692.00,1080,2665,0.00,0.00,0.40,10400.00,0.00,54.60,2141.00,1216.50,3578.68,0.00,0.00,0,1,0,0,1,3,2.54,3.68,2.45,7.08,0.00,1.07,-24.94,-13.72,-12.19,0.00,5.22,0,0,0,0,0,36416.81,1.04,-878.05,21.09,1022.30,1129.33,0.00,528,0,0,20250823,0,20250702,20130531,20260421,20251202,20260323,20250423,0,600365.SH,股票,2026-06-16 20:26:34
钕铁硼,100,1,140210,0,14.62,11.96,20260616,13.64,2.51,-46.36,158.15,158.15,0.86,0.37,1910.99,-0.06,8.28,0.08,2.15,10.78,16.14,10.69,8.44,13.76,4.35,17.09,29.64,16543.74,38958.09,27427.00,76028.00,2515717.00,362657.00,124790,152224,0.00,0.00,0.68,5366700.00,0.00,542.78,4112.00,70736.44,362312.17,0.00,0.00,0,1,0,0,3,5,13.53,18.45,9.30,10.37,0.00,1.36,33.93,44.15,35.61,0.74,2.49,0,0,0,0,0,72621.17,536.67,9933.62,7619.23,64519.11,2497.80,0.00,3581,0,20240716,0,0,20251124,20221123,20260423,20251205,20250618,20250811,0,600366.SH,股票,2026-06-16 20:26:34
无机盐产品,93,3,60808,0,59.35,48.56,20260616,15.52,0.81,42.01,192.84,182.01,1.42,0.68,3227.85,0.00,4.78,1.73,-1.85,1.76,45.58,125.31,140.97,117.51,223.77,76.16,288.52,11356.02,1952.33,8861.00,17395.00,193933.00,211399.00,158022,214443,0.00,0.00,1.39,52019704.00,600.00,7860.89,14765.00,304046.16,942166.32,0.00,0.00,0,1,0,0,2,12,55.29,59.08,14.54,12.66,0.00,0.70,168.27,198.26,199.68,0.07,7.75,0,0,0,0,0,21690.58,5201.97,2652.41,1466.36,78118.73,1790.26,0.00,2554,0,0,0,0,20240506,20231031,20260425,20260604,20251121,20260611,0,600367.SH,股票,2026-06-16 20:26:34
交通运输业,84,4,70109,0,4.14,3.38,20260616,0.51,0.76,18.10,60.20,60.20,0.95,0.02,31.23,0.00,-0.53,-0.53,1.07,-3.11,-6.26,-5.56,-3.85,-6.97,-4.59,-4.59,-11.17,-1331.02,-415.96,24695.00,45400.00,52842.00,63396.00,3250,6787,0.00,0.00,-0.27,801800.00,0.00,271.98,7291.00,4047.63,10845.54,0.00,0.00,0,1,0,0,-2,0,3.77,4.70,3.72,5.48,0.00,0.70,7.63,10.88,10.85,3.70,0.81,0,0,0,0,0,76820.13,80.18,18786.76,0.00,52673.02,332.70,0.00,770,0,0,0,0,20090706,0,20260425,20250403,20250415,20250415,0,600368.SH,股票,2026-06-16 20:26:34
证券经纪业务,100,2,70904,0,4.50,3.68,20260616,0.60,0.85,4.21,271.12,271.12,2.00,0.05,246.80,0.00,-0.24,2.51,4.18,6.25,1.75,-0.97,-3.78,-6.42,-8.93,2.51,-1.69,-1650.12,291.83,43399.00,138724.00,335405.00,295889.00,25389,36587,0.00,0.00,0.00,392200.00,0.00,104.78,2613.00,31184.96,72156.21,0.00,0.00,0,1,0,0,-1,0,3.98,5.17,3.79,6.18,0.00,1.19,21.84,25.58,24.11,2.35,1.02,0,0,0,0,0,349465.40,39.22,29169.62,0.00,2128896.20,0.00,0.00,2543,0,0,0,0,20250722,20200722,20260429,20241008,20250407,20230801,0,600369.SH,股票,2026-06-16 20:26:34
"电、蒸汽,瓶级聚酯切片",1,3,130110,0,1.58,1.43,20260616,1.58,0.81,0.00,63.49,63.49,0.04,0.01,8.42,0.00,5.33,2.74,4.29,17.04,3.27,3.27,-37.79,-56.48,-30.09,11.26,-18.98,2428.52,1153.71,150268.00,0.00,765463.00,135801.00,6117,10506,1086.46,0.11,-0.67,2757700.00,0.00,433.61,30112.00,12279.60,35290.13,0.00,0.00,0,5,2,1,3,19,1.47,3.86,1.24,7.62,0.00,1.69,48.48,-6.81,-8.20,0.00,1.29,0,0,0,0,0,85077.65,275.77,-2291.26,374.13,54581.92,61177.44,26114.20,2312,0,20240605,0,0,20230921,20210722,20260430,20260610,20260604,20260601,0,600370.SH,股票,2026-06-16 20:26:34
玉米,73,3,90910,0,7.70,6.30,20260616,1.76,1.33,-23.47,20.16,20.16,0.72,0.05,13.23,0.00,-1.57,-1.96,1.28,-3.36,-7.89,-17.78,-20.72,-24.95,-20.07,-7.89,-22.23,-412.70,49.90,10027.00,8795.00,22768.00,25966.00,8244,11661,0.00,0.00,0.43,203900.00,0.00,9.50,133.00,3860.40,10317.39,0.00,0.00,0,1,0,0,-2,1,7.04,10.19,6.78,3.47,0.00,1.49,482.26,369.49,-127.28,1.43,3.76,0,0,0,0,0,14818.05,20.39,74.48,249.05,25445.50,10508.25,0.00,192,0,0,0,0,20091224,0,20260428,20260130,20250411,20260130,0,600371.SH,股票,2026-06-16 20:26:34
航空产品,85,6,71401,0,12.23,10.01,20260616,0.58,0.83,0.88,536.15,536.15,0.89,0.02,243.76,0.00,-0.36,-0.18,3.82,2.98,-0.72,-9.11,-14.44,-20.17,-17.13,-0.09,-3.15,-4770.59,361.32,25111.00,55471.00,144623.00,138378.00,30191,40723,0.00,0.00,0.00,1648700.00,0.00,532.44,4836.00,37337.42,130533.53,0.00,0.00,0,1,0,0,-2,2,10.96,16.92,10.48,7.28,0.00,1.35,74.44,50.41,46.93,0.61,1.41,0,0,0,0,0,216483.97,164.87,15927.66,35940.97,1018696.91,99832.74,0.00,32798,0,20250419,0,0,20250120,20230717,20260428,20260119,20220614,20220614,0,600372.SH,股票,2026-06-16 20:26:34
教材教辅,77,2,91313,0,8.40,6.88,20260616,0.62,0.64,3.86,101.05,101.05,1.14,0.03,57.60,-0.64,-1.83,-0.65,0.65,-1.58,0.81,-5.31,-7.41,-14.57,-17.94,1.07,-25.15,-843.87,70.56,4799.00,21448.00,34336.00,47768.00,10085,15499,0.00,0.00,-0.39,191800.00,0.00,41.00,536.00,6091.24,19092.86,0.00,0.00,0,1,0,0,-2,0,7.64,11.89,7.06,2.68,0.00,0.82,23.24,36.80,48.31,2.62,0.56,0,0,0,0,0,59181.77,19.18,930.71,4554.14,548035.07,164453.67,0.00,6837,0,20240123,0,0,20180122,20241024,20260430,20230504,20231222,20241031,0,600373.SH,股票,2026-06-16 20:26:34
整车及底盘,57,1,70904,0,4.76,3.90,20260616,4.40,3.67,44.26,67.81,61.87,0.78,0.08,192.00,0.00,-2.31,9.90,2.07,4.19,-0.93,-11.13,-21.23,-23.51,-28.06,-0.71,-37.15,-2892.77,-2185.76,45085.00,72490.00,406189.00,301935.00,36094,56590,0.00,0.00,0.23,6395400.00,300.00,391.22,9227.00,6369.67,41955.61,4715.54,0.00,0,2,1,0,-1,2,4.06,8.84,3.80,9.90,0.00,1.50,62.45,145.89,110.24,0.00,2.00,0,0,0,0,0,127277.77,639.54,506.04,5470.96,29941.91,6671.45,0.00,1785,0,0,0,0,20260115,20210513,20260428,20260615,20250408,20241108,0,600375.SH,股票,2026-06-16 20:26:34
房产销售,75,2,70904,0,3.88,3.18,20260616,1.95,0.78,-14.18,90.80,90.80,1.61,0.14,172.83,0.00,-0.28,3.82,1.19,-1.95,-18.14,-23.81,-22.30,-33.71,-46.75,-20.55,48.53,-366.92,-1525.45,56207.00,106544.00,348057.00,336013.00,25704,44992,0.00,0.00,1.13,1180600.00,0.00,109.14,3182.00,22503.81,61830.86,0.00,0.00,0,1,0,0,-1,24,3.45,8.85,2.27,10.40,0.00,0.23,-3.01,-1.37,-1.45,0.00,3.86,0,0,0,0,0,122126.68,118.06,-75105.37,84.06,1242460.67,1211895.40,502000.03,1841,0,0,0,0,20190628,20160628,20260430,20260525,20251119,20251230,0,600376.SH,股票,2026-06-16 20:26:34
沪宁高速,95,7,70501,0,13.33,10.91,20260616,0.30,0.65,31.32,459.80,458.16,1.08,0.05,98.93,-0.07,-0.58,-3.35,1.37,-5.64,-7.45,-2.82,-2.03,-2.98,-0.50,-6.51,-22.56,-548.85,345.52,10496.00,19484.00,44233.00,50471.00,22593,26440,0.00,0.00,-0.33,482000.00,0.00,112.41,908.00,29900.92,78181.51,0.00,0.00,0,1,0,0,-2,0,12.37,15.59,11.47,4.20,0.00,0.21,11.11,13.29,12.86,4.04,1.40,0,0,0,0,0,47054.51,48.20,136290.48,6.89,59643.52,679.65,0.00,4463,0,0,0,0,20210129,0,20260430,20230508,0,20140410,0,600377.SH,股票,2026-06-16 20:26:34
高端氟材料,98,4,80608,0,61.90,50.64,20260616,10.15,1.17,90.57,748.20,622.09,1.62,0.75,9524.53,-0.86,3.07,-1.54,-10.00,10.67,34.82,68.51,61.06,75.65,83.72,51.40,141.77,7325.00,-21172.13,23431.00,33431.00,421411.00,416182.00,246578,369328,0.00,0.00,1.67,96021904.00,2400.00,12674.49,22197.00,601090.82,1919473.25,0.00,-32728.66,0,5,2,0,1,4,58.53,63.50,23.44,6.58,0.00,0.28,60.73,50.25,46.30,0.70,4.03,0,0,0,0,0,48236.72,9602.19,30629.08,16793.58,466167.45,43607.39,0.00,11751,0,0,0,0,20250708,20250108,20260430,20260611,20260612,20260611,0,600378.SH,股票,2026-06-16 20:26:34
电气装备行业,86,2,100812,0,13.48,11.03,20260616,4.68,1.30,15.89,41.41,41.41,1.95,0.33,216.44,0.00,2.37,3.11,-1.08,3.04,-5.00,-16.85,-25.14,3.64,7.82,-4.49,17.74,-1364.05,-227.34,7215.00,16319.00,75180.00,65509.00,22534,29563,0.00,0.00,0.73,1283400.00,0.00,103.85,869.00,15390.81,49352.92,0.00,0.00,0,1,0,0,2,8,12.13,20.77,10.19,2.76,0.00,1.63,112.25,78.85,96.83,0.51,5.26,0,0,0,0,0,18428.45,128.34,848.25,1348.37,23937.12,900.24,0.00,1010,0,0,0,0,20101105,0,20260411,20260513,20260519,20260519,0,600379.SH,股票,2026-06-16 20:26:34
化学制剂,100,3,130901,0,11.12,9.10,20260616,0.53,0.81,25.94,181.30,181.30,0.89,0.02,70.36,0.00,-1.98,0.70,2.24,1.95,-2.08,-4.25,-9.33,-11.83,-14.20,-2.84,-13.53,-2989.28,-107.40,9897.00,30837.00,54059.00,63954.00,15097,22146,0.00,0.00,0.40,704400.00,0.00,19.78,197.00,12462.24,35872.84,0.00,0.00,0,1,0,0,-1,1,9.94,14.21,9.56,24.80,0.00,0.85,10.92,13.85,14.07,2.18,1.16,0,0,0,0,0,93379.97,70.44,40604.40,23370.16,1286868.58,10546.64,0.00,13575,0,20240903,0,0,20190219,0,20260425,20250901,20200203,20200714,0,600380.SH,股票,2026-06-16 20:26:34
"酒水,冬虫夏草",1,1,80312,0,5.50,4.98,20260616,1.34,1.42,35.50,29.65,29.65,0.79,0.04,9.70,0.00,-3.63,-2.06,-0.19,-8.51,-6.31,-1.18,40.67,67.22,13.99,-11.40,2.64,-874.25,-773.15,3147.00,21402.00,30533.00,45438.00,2267,3402,0.00,0.00,0.00,136800.00,0.00,41.12,773.00,3043.10,8902.55,0.00,0.00,0,1,0,0,-5,46,5.30,5.90,2.48,5.68,0.00,0.25,-45.54,-82.43,-49.21,0.00,3.03,0,0,0,0,0,34168.28,13.68,-1631.18,219.30,16278.71,1495.05,0.00,134,0,20240419,0,0,20190122,20150325,20260430,20260609,20260520,20260527,0,600381.SH,股票,2026-06-16 20:26:34
铁精粉,77,3,41010,0,9.04,7.40,20260616,6.97,1.58,-20.05,57.98,57.98,1.16,0.25,467.26,0.00,1.58,0.86,-0.85,-0.48,4.38,1.09,2.33,1.22,24.25,2.46,69.03,-2115.71,-1776.75,16419.00,68180.00,231806.00,193397.00,25923,36592,0.00,0.00,0.12,661700.00,0.00,46.86,575.00,20898.47,80429.50,0.00,0.00,0,1,0,0,2,7,8.25,10.12,4.58,5.50,0.00,0.87,24.69,31.00,30.21,4.69,1.85,0,0,0,0,0,45809.20,66.17,6256.07,0.00,62100.23,405.18,0.00,258,0,20240904,0,0,20191121,20161121,20260430,20260605,20260608,20260608,0,600382.SH,股票,2026-06-16 20:26:34
房地产开发,85,2,91309,0,2.77,2.27,20260616,1.08,1.22,-0.06,111.06,111.06,1.91,0.07,215.94,0.00,-2.38,0.40,1.21,-1.21,-8.89,-13.69,-15.17,-19.87,-19.61,-10.54,-32.23,-3509.12,-2598.06,42163.00,138084.00,252180.00,377554.00,9896,16917,0.00,0.00,-0.40,454800.00,0.00,167.53,6648.00,9017.56,30840.60,0.00,0.00,0,1,0,0,-1,0,2.49,4.56,2.44,9.42,0.00,1.44,-4.09,-0.86,-0.86,0.00,0.25,0,0,0,0,0,281581.62,45.48,-67235.26,786.94,1061064.91,1070556.47,0.00,36633,0,0,0,0,20171211,20090817,20260430,20241016,20241017,20241017,0,600383.SH,股票,2026-06-16 20:26:34
汽车4S店,85,1,90913,0,3.83,3.13,20260616,1.24,1.10,49.74,27.82,27.82,1.12,0.06,62.13,0.00,-0.86,-0.57,1.45,-2.54,-7.50,-18.44,-16.86,-17.47,-21.41,-5.74,-24.01,-450.61,145.64,8720.00,11739.00,52740.00,63623.00,8964,14642,0.00,0.00,0.00,3800.00,0.00,38.27,1078.00,3775.39,11031.07,0.00,0.00,0,1,0,0,-2,1,3.48,5.40,3.35,9.92,0.00,1.12,-74.34,-269.80,-240.33,0.00,1.66,0,0,0,0,0,36288.00,0.38,-999.97,616.09,89401.75,7274.17,0.00,1141,0,0,0,0,20090415,0,20260430,20260515,20250407,20260515,0,600386.SH,股票,2026-06-16 20:26:34
除尘器及配套设备及安装,100,3,10410,0,19.33,15.81,20260616,2.16,2.06,58.32,209.81,209.81,0.79,0.05,349.56,0.00,-5.98,1.74,3.85,-0.42,-7.04,-12.17,-9.43,-7.91,3.71,-11.28,44.91,-15529.91,-6723.55,6855.00,17504.00,96595.00,80695.00,32026,43904,0.00,0.00,-0.40,574000.00,0.00,153.65,872.00,22835.70,90827.21,0.00,0.00,0,1,0,0,-1,0,16.96,20.73,11.12,7.20,0.00,1.04,21.48,20.06,19.05,2.16,1.87,0,0,0,0,0,88494.73,57.40,22453.28,9190.28,196927.86,484221.18,0.00,6808,0,20260609,20241206,0,20140430,20090521,20260422,20230511,20250407,20170427,0,600388.SH,股票,2026-06-16 20:26:34
除草剂,95,3,91010,0,26.15,21.39,20260616,1.46,0.76,45.38,100.47,100.47,0.90,0.04,103.59,0.22,-1.85,2.72,4.38,3.13,-7.35,-11.16,-19.00,-23.13,-7.35,-4.58,25.23,-190.41,79.31,5662.00,5813.00,38868.00,27607.00,18180,30261,0.00,0.00,-2.57,1178800.00,0.00,51.35,219.00,18459.60,54956.62,0.00,0.00,0,1,0,0,-1,1,23.10,33.20,17.54,7.00,0.00,0.88,13.75,19.22,18.29,2.31,2.40,0,0,0,0,0,30592.19,117.88,14058.39,5520.66,90986.24,35344.39,0.00,2889,0,0,0,0,20110525,0,20260421,20260115,20260202,20220711,0,600389.SH,股票,2026-06-16 20:26:34
租赁公司,93,5,70904,0,5.34,4.37,20260616,0.67,0.81,-35.58,216.36,216.36,1.36,0.04,257.14,0.00,-0.82,4.30,3.10,6.18,-0.21,-4.19,-8.20,-13.65,-13.33,1.05,-11.09,-1096.50,177.98,29510.00,90075.00,191134.00,201148.00,26255,33637,0.00,0.00,-0.21,1377500.00,0.00,47.27,1010.00,29249.77,60554.47,0.00,0.00,0,1,0,0,-1,0,4.69,6.88,4.45,14.99,0.00,1.15,19.03,50.08,41.33,0.41,0.51,0,0,0,0,0,223024.95,137.75,28357.41,550.14,2055649.48,4117.61,0.00,2500,0,0,0,0,20200120,20170120,20260430,20241105,20250407,20241104,0,600390.SH,股票,2026-06-16 20:26:34
内贸航空及衍生产品,69,1,70108,0,38.95,31.87,20260616,4.19,0.98,80.56,114.22,114.22,1.21,0.16,419.00,0.00,-2.29,1.14,9.99,9.84,2.61,-17.74,-6.97,-18.36,-6.74,-2.89,34.11,-6185.89,-2274.73,4931.00,8381.00,44459.00,81483.00,43458,64084,0.00,0.00,-0.45,1917600.00,0.00,922.66,2701.00,95681.75,191003.79,0.00,6801.39,0,3,1,0,-1,12,33.51,58.31,24.36,5.17,0.00,1.97,-251.65,192.02,254.34,0.00,6.44,0,0,0,0,0,21122.21,191.76,-1663.34,2923.94,31409.75,2612.65,0.00,3803,0,0,0,0,20120502,20110427,20260425,20260612,20260126,20260120,0,600391.SH,股票,2026-06-16 20:26:34
稀土产品,98,5,50108,0,29.03,23.75,20260616,11.27,1.54,0.00,508.85,508.85,0.17,0.06,1005.31,0.00,10.00,2.29,2.10,23.95,29.49,24.48,11.52,20.21,34.83,32.62,119.42,-44484.07,156512.20,99161.00,0.00,2124231.00,179317.00,170847,196528,17757.36,0.03,0.04,53013800.00,300.00,5552.56,21356.00,430364.06,1435286.32,0.00,0.00,0,1,1,1,6,6,26.06,33.68,12.40,9.73,0.00,1.80,38.86,55.13,46.35,1.33,3.95,0,0,0,0,0,129288.38,5301.38,32581.23,18.63,571429.89,40628.67,0.00,2903,0,20260409,0,0,20200413,20170410,20260430,20260429,20260303,20260303,0,600392.SH,股票,2026-06-16 20:26:34
精煤,93,0,21208,0,5.92,4.84,20260616,1.54,0.86,49.34,112.70,112.70,1.53,0.10,255.88,-0.18,-2.42,-3.24,0.54,-9.95,-10.71,-3.67,-5.06,-12.64,12.66,-6.42,16.41,-2045.31,416.34,20840.00,22244.00,142707.00,169557.00,30879,39026,0.00,0.00,-0.93,675800.00,0.00,132.20,2408.00,22376.20,59430.94,0.00,0.00,0,1,0,0,-2,2,5.46,6.44,4.44,6.00,0.00,0.56,62.16,35.05,24.09,1.12,1.05,0,0,0,0,0,99920.15,67.58,5606.86,4891.60,296093.62,10501.98,0.00,26631,0,0,0,0,20221027,20220418,20260429,20260525,20200203,20260525,0,600395.SH,股票,2026-06-16 20:26:34
